,id,Machine Failure,Probability
60,136489,0,0.0012698027766200938
61,136490,0,0.026053887308430602
62,136491,0,0.0040008638710225105
63,136492,0,0.003391376095654577
64,136493,0,0.0037372376228383187
65,136494,0,0.0012277882951541286
66,136495,0,0.003183090809523852
67,136496,0,0.005312764078422789
68,136497,0,0.002330847870703796
69,136498,0,0.010997999289003389
70,136499,0,0.0015734995067641115
71,136500,0,0.0007786136698931595
72,136501,0,0.00178067420914139
73,136502,0,0.005829971601712722
74,136503,0,0.00329376026980429
75,136504,0,0.0014117047313834871
76,136505,0,0.0012571739621238412
77,136506,0,0.0031108469212878568
78,136507,0,0.0008447816671269669
79,136508,0,0.0011891840325297348
80,136509,0,0.004328195789136664
81,136510,0,0.0017897902911763928
82,136511,0,0.011441758286171938
83,136512,0,0.0009874629687803699
84,136513,0,0.006290427743833969
85,136514,0,0.002334406670586416
86,136515,0,0.002659464970422126
87,136516,0,0.004005450883118008
88,136517,0,0.0019333465563967853
89,136518,0,0.0018379272868396762
90,136519,0,0.003182276127191882
91,136520,0,0.0021525746243500057
92,136521,0,0.0020463565666040714
93,136522,0,0.0035764393166659984
94,136523,0,0.001338563623124027
95,136524,0,0.0014881609335615914
96,136525,0,0.004938104464246783
97,136526,0,0.006436636530013278
98,136527,0,0.008184091892331302
99,136528,0,0.001119101377380404
100,136529,0,0.006741434971478313
101,136530,0,0.003357026234087153
102,136531,0,0.004065357232187906
103,136532,0,0.004103586668096603
104,136533,0,0.003300050776599603
105,136534,0,0.0006357341643651826
106,136535,0,0.0031855918881685263
107,136536,0,0.002536830768980032
108,136537,0,0.001083247467666305
109,136538,0,0.006439170015977603
110,136539,0,0.0014789384503288388
111,136540,0,0.002235426341771614
112,136541,0,0.0009324351249196803
113,136542,0,0.004612741828532682
114,136543,0,0.008232614965955261
115,136544,0,0.002521250054596194
116,136545,0,0.004540169880462098
117,136546,0,0.0008303024256118447
118,136547,0,0.003545865232855316
119,136548,0,0.002607252623706207
120,136549,0,0.0023394735017481082
121,136550,0,0.007207269922816313
122,136551,0,0.001506760309283541
123,136552,0,0.0018808766329511156
124,136553,0,0.0015995917998812247
125,136554,0,0.0036322782195818935
126,136555,0,0.015898058083358542
127,136556,0,0.007090627724118356
128,136557,0,0.004925044258494245
129,136558,0,0.004590762448022332
130,136559,0,0.003156591230309653
131,136560,0,0.005349414101586901
132,136561,0,0.008281331850341382
133,136562,0,0.0023351424383369107
134,136563,0,0.0030646026175060828
135,136564,0,0.001684001797035038
136,136565,0,0.01782304115674577
137,136566,0,0.0014035148252446168
138,136567,0,0.005801016782564832
139,136568,0,0.0041000627923927675
140,136569,0,0.004600756598552362
141,136570,0,0.0010389568360493577
142,136571,0,0.00637796498947562
143,136572,0,0.004371307744140048
144,136573,0,0.0018338800887141766
145,136574,0,0.006453568101283745
146,136575,0,0.001796040174435726
147,136576,0,0.00574760738634056
148,136577,0,0.005489085206787388
149,136578,0,0.0016557170631861318
150,136579,0,0.007407431407996937
151,136580,0,0.0015929426105362392
152,136581,0,0.0013900829024970712
153,136582,0,0.001352465270078448
154,136583,0,0.0014242759833120195
155,136584,0,0.0023270104145163718
156,136585,0,0.004977185108096491
157,136586,0,0.05818016412236261
158,136587,0,0.0011471637908247634
159,136588,0,0.006415118833660855
160,136589,0,0.0030473010305961576
161,136590,0,0.0018183844396334886
162,136591,0,0.004103675265332479
163,136592,0,0.010615286000827864
164,136593,0,0.006350468518088723
165,136594,0,0.0007111805342254376
166,136595,0,0.0018169129112907954
167,136596,0,0.0014207648027010085
168,136597,0,0.0017479143961456787
169,136598,0,0.005954442300926851
170,136599,0,0.002798111765819803
171,136600,0,0.00227160976942094
172,136601,0,0.005117945189526645
173,136602,0,0.007348184600459621
174,136603,0,0.003067482587143284
175,136604,0,0.001341781799607918
176,136605,0,0.0069051528191152525
177,136606,0,0.0027902703068796875
178,136607,0,0.0038918310906062644
179,136608,0,0.0031858513403571864
180,136609,0,0.005606987267899073
181,136610,0,0.005607750299887254
182,136611,0,0.0013749732040169648
183,136612,0,0.0023359486065859425
184,136613,0,0.003348535087676427
185,136614,0,0.0010755003273679373
186,136615,0,0.0008963894505417308
187,136616,0,0.0016853741218507139
188,136617,0,0.010597739436791064
189,136618,0,0.0020413942874873523
190,136619,0,0.0020136080141854654
191,136620,0,0.0019432327875726532
192,136621,0,0.002919986426207683
193,136622,0,0.0018687683397681388
194,136623,0,0.001199539167189392
195,136624,0,0.0018236073558074663
196,136625,0,0.0043239771524100695
197,136626,0,0.00046527389936776065
198,136627,0,0.003904243587667855
199,136628,0,0.003290725781794759
200,136629,0,0.0005414638615325884
201,136630,0,0.001362648425298205
202,136631,0,0.007248021886200307
203,136632,0,0.004372004548277563
204,136633,0,0.0019031973702313316
205,136634,0,0.001933626056429402
206,136635,0,0.013464964618852581
207,136636,0,0.014096631137999036
208,136637,0,0.003865588976189077
209,136638,1,0.9955371020094188
210,136639,0,0.005383692953946627
211,136640,0,0.013300720231456137
212,136641,0,0.002248176229502532
213,136642,0,0.0022844298617778792
214,136643,0,0.039768246987462015
215,136644,0,0.0011890814483388567
216,136645,0,0.0012709138913542843
217,136646,0,0.0009201289439616602
218,136647,0,0.011746038750716127
219,136648,0,0.01982849103707414
220,136649,0,0.0022635990896009593
221,136650,0,0.0056070347696445255
222,136651,0,0.001169570755692671
223,136652,1,0.9891259226963576
224,136653,0,0.0018552697522452298
225,136654,0,0.002000632564648207
226,136655,0,0.006111426454647273
227,136656,0,0.005000821730931218
228,136657,0,0.0046521388810415775
229,136658,0,0.001965671914340374
230,136659,0,0.0026046719498857064
231,136660,0,0.0019739256129673866
232,136661,0,0.0047356539051516934
233,136662,0,0.012692168418228724
234,136663,0,0.0029622745896518946
235,136664,0,0.018907003749641976
236,136665,0,0.0018316585712112431
237,136666,0,0.0005219898340095472
238,136667,0,0.01861218413298799
239,136668,0,0.003842302651552907
240,136669,0,0.002947220922924622
241,136670,0,0.005359598058153453
242,136671,0,0.0021835773752975148
243,136672,0,0.0023621366638217614
244,136673,0,0.0016284634928840263
245,136674,0,0.000806113907141655
246,136675,0,0.0033026019501929023
247,136676,0,0.0033349915804014112
248,136677,0,0.0032321239510753387
249,136678,0,0.0015590915394196217
250,136679,0,0.002101862771787112
251,136680,0,0.006457916331418824
252,136681,0,0.0021346412818815303
253,136682,0,0.0021675201996204183
254,136683,0,0.0021814648458233017
255,136684,0,0.005210724919666486
256,136685,0,0.013837391268793858
257,136686,0,0.003152301947247726
258,136687,0,0.005013923799620369
259,136688,0,0.006411288967943501
260,136689,0,0.007291386815296629
261,136690,0,0.003398538649624992
262,136691,0,0.01495452791199185
263,136692,0,0.003250003036958773
264,136693,0,0.0008850029090415152
265,136694,0,0.001108108159468121
266,136695,0,0.002158160769749335
267,136696,0,0.006635666931039161
268,136697,0,0.0006576628800058553
269,136698,0,0.007025038223902689
270,136699,0,0.004593775537387392
271,136700,0,0.0016282186545597355
272,136701,0,0.002690783204835243
273,136702,0,0.0015116569133837886
274,136703,0,0.009985276552759232
275,136704,0,0.0007947455596111163
276,136705,0,0.0008367081394990634
277,136706,0,0.0017596934291447311
278,136707,0,0.0038988898498538466
279,136708,0,0.011966225322322855
280,136709,0,0.00024496712780696755
281,136710,0,0.002396547677769957
282,136711,0,0.004242871601954344
283,136712,0,0.0005570869295340612
284,136713,0,0.0024512314195807455
285,136714,0,0.012095500203734453
286,136715,0,0.0071037102739439145
287,136716,0,0.001974754054032818
288,136717,0,0.005680263512714603
289,136718,0,0.01691119275488433
290,136719,0,0.002991633263626909
291,136720,0,0.0002553892461204852
292,136721,0,0.002204452030951558
293,136722,0,0.0014284018114077486
294,136723,0,0.0022020696970629443
295,136724,0,0.002371179282010512
296,136725,0,0.003087708641918022
297,136726,0,0.0015968178329099332
298,136727,0,0.0017808133461104712
299,136728,0,0.0011603108384703419
300,136729,0,0.003524617551445172
301,136730,0,0.0010181449491783595
302,136731,0,0.010651940769560338
303,136732,0,0.002849790506664858
304,136733,0,0.0021096026569387433
305,136734,0,0.0022061295549967697
306,136735,0,0.0015821209891600614
307,136736,0,0.0032366243704933678
308,136737,0,0.0014268129452454726
309,136738,0,0.002201178982457296
310,136739,0,0.007419200520710175
311,136740,0,0.0025044585582128
312,136741,0,0.021852362448057393
313,136742,0,0.0033676754141088667
314,136743,0,0.0031174558745408272
315,136744,0,0.002574133117340005
316,136745,0,0.006722869260689006
317,136746,0,0.002674854676378377
318,136747,0,0.0021854274019846845
319,136748,0,0.0012073876666242607
320,136749,0,0.0009400612760508475
321,136750,0,0.0038743789919337725
322,136751,0,0.0024154979189022654
323,136752,0,0.001065638330225794
324,136753,0,0.01586055151172035
325,136754,0,0.002799893133066504
326,136755,0,0.011245869932006472
327,136756,0,0.0012281640919642352
328,136757,0,0.009582710252490044
329,136758,0,0.0020987114098801884
330,136759,0,0.0023135611860581563
331,136760,0,0.0017328729679178556
332,136761,0,0.0012126972460273608
333,136762,0,0.026717720958768027
334,136763,0,0.0033647622969891367
335,136764,0,0.002002949844517798
336,136765,0,0.003729682593555474
337,136766,0,0.0039216635213721275
338,136767,0,0.008000984269652909
339,136768,0,0.001654049660579184
340,136769,0,0.002333567588355279
341,136770,0,0.0023518354280033494
342,136771,0,0.004449077336147248
343,136772,0,0.01551071802604484
344,136773,0,0.0013131078039874363
345,136774,0,0.0017195286664994792
346,136775,0,0.011290142378011325
347,136776,0,0.0007196520106358576
348,136777,0,0.001941384642836201
349,136778,0,0.003225361747342994
350,136779,0,0.0025430816001182524
351,136780,0,0.0008210456107179771
352,136781,0,0.006232480098470642
353,136782,0,0.0023335224392921896
354,136783,0,0.00046415028500339364
355,136784,0,0.0014473889016238038
356,136785,0,0.004276278374300285
357,136786,0,0.003030174577415036
358,136787,0,0.005234772688084127
359,136788,0,0.01194653150486575
360,136789,0,0.0024607151781311466
361,136790,0,0.0009308992257535415
362,136791,0,0.002783705377710813
363,136792,0,0.005497893478561743
364,136793,0,0.0015279064300608531
365,136794,0,0.005947484555578808
366,136795,0,0.004188044776706379
367,136796,0,0.003647515748303369
368,136797,0,0.0037528229602282357
369,136798,0,0.005609166817331746
370,136799,0,0.0036286241251437265
371,136800,0,0.002444681984124039
372,136801,0,0.0018907428403173684
373,136802,0,0.0029737645894511735
374,136803,0,0.001890396887934039
375,136804,0,0.001877415557076211
376,136805,0,0.003731043728545062
377,136806,0,0.0009169181524105269
378,136807,0,0.002333499346684318
379,136808,0,0.0025523888258840747
380,136809,0,0.0011131438004907354
381,136810,0,0.006501916689860422
382,136811,0,0.007859040310783988
383,136812,0,0.0007570370535733751
384,136813,0,0.019712739843493327
385,136814,0,0.0034700189028105547
386,136815,0,0.0007949533325366586
387,136816,0,0.001113381698267313
388,136817,0,0.001411518182881921
389,136818,0,0.005825073225066023
390,136819,0,0.0009262659250245386
391,136820,0,0.0011155886778460424
392,136821,0,0.0012783501495423999
393,136822,0,0.01374541883863828
394,136823,0,0.0019287817793140099
395,136824,0,0.0008412426003557541
396,136825,0,0.0020000352052942398
397,136826,1,0.9965427359342284
398,136827,0,0.0005189991882952341
399,136828,0,0.001401371321526295
400,136829,0,0.004614197499437961
401,136830,0,0.003093454626052488
402,136831,0,0.001317821991292861
403,136832,0,0.002833000654127261
404,136833,0,0.0010887383894172867
405,136834,1,0.9980537148919502
406,136835,0,0.0028419390084661145
407,136836,0,0.0026148028761080184
408,136837,0,0.002132116213762438
409,136838,0,0.002209389217980315
410,136839,0,0.0009182073488993589
411,136840,0,0.0030937335853119304
412,136841,0,0.005578674767789787
413,136842,0,0.003091176772901674
414,136843,0,0.0016259330417139478
415,136844,0,0.004030035450366465
416,136845,0,0.002883178160200029
417,136846,0,0.002175756008819709
418,136847,0,0.0009212027580529928
419,136848,0,0.0018971337280855654
420,136849,0,0.0028947027685529135
421,136850,0,0.003556409497795988
422,136851,0,0.0019596884668478926
423,136852,0,0.004616752191940798
424,136853,0,0.005471741596583071
425,136854,0,0.002219151305005063
426,136855,0,0.00415667336762395
427,136856,0,0.021704990804457668
428,136857,0,0.004269770289650673
429,136858,0,0.002579135432539219
430,136859,0,0.001190292722798028
431,136860,0,0.0017642994803342197
432,136861,0,0.0010901513482154484
433,136862,0,0.005999266659216639
434,136863,0,0.0007937388514844297
435,136864,0,0.0005158919683073386
436,136865,0,0.003410876805047082
437,136866,0,0.0034364672596500917
438,136867,0,0.00850936552829506
439,136868,0,0.0014964481735342918
440,136869,0,0.002906965392029707
441,136870,0,0.003641709094426248
442,136871,0,0.0011229535562319343
443,136872,0,0.0037157135130556187
444,136873,0,0.001085786364764204
445,136874,0,0.0007047682352280247
446,136875,0,0.0017081416902919018
447,136876,0,0.0013126384560877154
448,136877,0,0.004016079770804331
449,136878,0,0.0005189913299809896
450,136879,0,0.006312098256781176
451,136880,0,0.0036210430394231197
452,136881,0,0.003192766074026618
453,136882,0,0.0009748512677830927
454,136883,0,0.0011762613870336708
455,136884,0,0.0021963593858652093
456,136885,0,0.01779186918462664
457,136886,0,0.0013333421547838287
458,136887,0,0.002034246617511503
459,136888,0,0.005700145302412687
460,136889,0,0.003158829031487884
461,136890,0,0.002616537532829642
462,136891,0,0.002779274814798269
463,136892,0,0.0018525238479687488
464,136893,0,0.00261136839524664
465,136894,0,0.0008164539267100536
466,136895,0,0.0020637206025010844
467,136896,0,0.0012902967126458857
468,136897,0,0.0055732343794887606
469,136898,0,0.002396021397657767
470,136899,0,0.0020211337552951928
471,136900,0,0.001910950383590957
472,136901,0,0.0022910290913045876
473,136902,0,0.0018936441585856592
474,136903,0,0.0008180601810792927
475,136904,0,0.0033780102290125965
476,136905,0,0.0022269638370292825
477,136906,0,0.000998623740162733
478,136907,0,0.002557275268781521
479,136908,0,0.0015700609889584681
480,136909,0,0.0021513184076738154
481,136910,0,0.003847049264884069
482,136911,0,0.004872007058975439
483,136912,0,0.007691550222154926
484,136913,0,0.00781762754997961
485,136914,0,0.001387237592020034
486,136915,0,0.0034853824092040205
487,136916,0,0.001311035979275923
488,136917,0,0.002677190815036495
489,136918,0,0.0011481662559300822
490,136919,0,0.0027930923247846823
491,136920,0,0.0013368948013183773
492,136921,0,0.009488314543909132
493,136922,0,0.0017104573230025792
494,136923,0,0.001371539668244493
495,136924,0,0.0012950572830690902
496,136925,0,0.0005835671148588808
497,136926,0,0.0008329633263764415
498,136927,0,0.0020167550397525392
499,136928,0,0.0023398725618278475
500,136929,0,0.0036969241162830954
501,136930,0,0.002788559442963095
502,136931,0,0.012036164096442762
503,136932,0,0.006953029248947937
504,136933,0,0.0019186442799891212
505,136934,0,0.0036654803761611353
506,136935,0,0.0014920179868763458
507,136936,0,0.005936310990421267
508,136937,0,0.0010002639675323905
509,136938,0,0.0012388520012769897
510,136939,0,0.001332995714136828
511,136940,0,0.0021743070802237286
512,136941,0,0.014295476516832
513,136942,0,0.0016048804085923658
514,136943,0,0.0018401725036014506
515,136944,0,0.07339143037094359
516,136945,0,0.008071411129815508
517,136946,0,0.005224200888025366
518,136947,0,0.0038336948803000355
519,136948,0,0.0009258062980396198
520,136949,0,0.004581555557357713
521,136950,0,0.002074617505428438
522,136951,0,0.002906723745813513
523,136952,0,0.000982866797339091
524,136953,0,0.002447049067078679
525,136954,0,0.0004880561254435854
526,136955,0,0.0016661819384782355
527,136956,0,0.0013130188107350143
528,136957,0,0.0025057222936902684
529,136958,0,0.0031922940864012057
530,136959,0,0.002634941045900899
531,136960,1,0.9955191285771209
532,136961,0,0.007310680434139152
533,136962,0,0.0025313465087472885
534,136963,0,0.008332182268073706
535,136964,0,0.004811151870436142
536,136965,0,0.011680668633352308
537,136966,0,0.011794267209144524
538,136967,0,0.002637221644324903
539,136968,0,0.011522898226881852
540,136969,0,0.0007546105420411326
541,136970,0,0.0062736937170749145
542,136971,0,0.004835194830268507
543,136972,0,0.004190269563713004
544,136973,0,0.005330737727159752
545,136974,0,0.0006315024822875136
546,136975,0,0.007599803675070323
547,136976,0,0.0016775647967489746
548,136977,0,0.004131887159809615
549,136978,0,0.0021768324358950814
550,136979,0,0.0012435936779608167
551,136980,0,0.0008437858390642657
552,136981,0,0.0013785024447221172
553,136982,0,0.003103371011226021
554,136983,0,0.0014741031694052963
555,136984,0,0.0020526946261449144
556,136985,0,0.013147078345496251
557,136986,0,0.002209614880141349
558,136987,0,0.005580567357739972
559,136988,0,0.002646475563396871
560,136989,0,0.003272809707172146
561,136990,0,0.000621441846341395
562,136991,0,0.0020074789361094946
563,136992,0,0.0008918272141328238
564,136993,0,0.0012645209020870586
565,136994,0,0.006362823099473603
566,136995,0,0.01640312127257667
567,136996,0,0.002718319777240917
568,136997,0,0.005151639287868177
569,136998,0,0.003353851928222682
570,136999,0,0.003231193737647698
571,137000,0,0.02004259990112205
572,137001,0,0.00195426646756795
573,137002,0,0.003447874276145851
574,137003,0,0.0032393148143992673
575,137004,0,0.043097356780204495
576,137005,1,0.9995771875770036
577,137006,0,0.0005538515400040773
578,137007,0,0.001960527015894215
579,137008,0,0.003903584976614507
580,137009,0,0.011204666637580405
581,137010,0,0.005957827624731611
582,137011,0,0.004699809283326297
583,137012,0,0.015147374748004403
584,137013,0,0.005222141919861479
585,137014,0,0.0010235877984201946
586,137015,0,0.009497036658657936
587,137016,0,0.0051744175937334215
588,137017,0,0.0013006021363429366
589,137018,0,0.0020654232442687587
590,137019,0,0.0016764188698503504
591,137020,0,0.03291136346782772
592,137021,0,0.009775013258190423
593,137022,0,0.0009631612165132156
594,137023,0,0.0016744230979588955
595,137024,0,0.0029673383702333534
596,137025,0,0.0010634955202486586
597,137026,0,0.013869303031968578
598,137027,0,0.0031120810748074363
599,137028,0,0.0017557846201671007
600,137029,0,0.0012036539437044645
601,137030,0,0.008702643039138204
602,137031,0,0.0074384330779423795
603,137032,0,0.004704044688887452
604,137033,0,0.005012534746496356
605,137034,0,0.005637282345589567
606,137035,0,0.014174257079263706
607,137036,0,0.004564893020505127
608,137037,1,0.9935606279175173
609,137038,0,0.004609053304288016
610,137039,0,0.0016456449169861942
611,137040,0,0.001186693216675063
612,137041,0,0.008811590333156177
613,137042,0,0.0008463932175432075
614,137043,0,0.002582482543489603
615,137044,0,0.001437815321361857
616,137045,0,0.00136162108539873
617,137046,0,0.0015143766055904237
618,137047,0,0.002357982748533066
619,137048,0,0.0048083542683913195
620,137049,0,0.00679816436429206
621,137050,0,0.0007412860471454983
622,137051,0,0.0032015129088818145
623,137052,0,0.008355802754426942
624,137053,0,0.002593727643455526
625,137054,0,0.001669498369782096
626,137055,0,0.002995722308583991
627,137056,0,0.001389047175977865
628,137057,0,0.0013950694211233576
629,137058,0,0.002516453438194515
630,137059,0,0.007071224148767247
631,137060,0,0.0009147191257294907
632,137061,0,0.0013243383578864757
633,137062,0,0.00977579769087215
634,137063,0,0.005007356950010248
635,137064,0,0.005153616326234226
636,137065,0,0.012372239656605765
637,137066,0,0.005311066359632413
638,137067,0,0.0014760159934577594
639,137068,0,0.0021049121848823018
640,137069,0,0.0030258774739668147
641,137070,0,0.0035164733358299385
642,137071,0,0.002331069862820693
643,137072,0,0.000984611191305408
644,137073,0,0.002260061162805317
645,137074,0,0.006464765380797492
646,137075,0,0.0036428193639174962
647,137076,0,0.0008231885846417213
648,137077,0,0.002637906570580535
649,137078,0,0.0020002816037815022
650,137079,0,0.004411330348176575
651,137080,0,0.00464386710868465
652,137081,0,0.004780284081722829
653,137082,0,0.00163306014913992
654,137083,0,0.00044830670163449794
655,137084,0,0.0024912799226886606
656,137085,0,0.006226389247767409
657,137086,0,0.006208250579371082
658,137087,0,0.0016232158418181602
659,137088,0,0.012721687079217949
660,137089,0,0.0016851381270259025
661,137090,0,0.002672237476077293
662,137091,0,0.0009588273100426837
663,137092,0,0.009598363698255594
664,137093,0,0.006813675503588204
665,137094,0,0.013986718375725972
666,137095,0,0.004196945788027682
667,137096,0,0.0011543691651394379
668,137097,0,0.009070144652251757
669,137098,0,0.005966596143787699
670,137099,0,0.0035657936520201157
671,137100,0,0.00146480518460135
672,137101,0,0.0029951733422219993
673,137102,0,0.005914264628485987
674,137103,0,0.010464920701929314
675,137104,0,0.0007066366208511754
676,137105,0,0.0013807663730737523
677,137106,0,0.023073152896912988
678,137107,0,0.002673803229349754
679,137108,0,0.001658730318507654
680,137109,0,0.0020498533702327103
681,137110,0,0.010868431206984405
682,137111,0,0.01897048487886873
683,137112,1,0.9849347646752807
684,137113,0,0.01584831760186577
685,137114,0,0.0011089836488282637
686,137115,0,0.0007403195636337511
687,137116,0,0.005801791339059042
688,137117,0,0.0011982003824033106
689,137118,0,0.0026974220130284348
690,137119,0,0.011582469485718887
691,137120,0,0.0019415900249075062
692,137121,0,0.0011655868281259698
693,137122,0,0.00539023270158182
694,137123,0,0.002269354632714405
695,137124,0,0.014470919091567837
696,137125,0,0.0009989217146832289
697,137126,0,0.0008231017225627761
698,137127,0,0.004231624032903277
699,137128,0,0.0013949983776531836
700,137129,0,0.002045248498921511
701,137130,0,0.001885497214243892
702,137131,0,0.002919246511177379
703,137132,0,0.0019603202440471325
704,137133,0,0.001594208002687066
705,137134,0,0.013528770225473132
706,137135,0,0.006194479037787589
707,137136,0,0.0009717184635888144
708,137137,0,0.000960385224203776
709,137138,0,0.0034272204435710223
710,137139,0,0.001200814089323934
711,137140,0,0.009421203316524202
712,137141,0,0.0018849733439702
713,137142,0,0.002642200333016258
714,137143,0,0.0020890003305562396
715,137144,0,0.0017408250775506511
716,137145,0,0.0009118119240370488
717,137146,0,0.00310552534197408
718,137147,0,0.0006695615502655787
719,137148,0,0.00791525739056632
720,137149,0,0.002560517149016982
721,137150,0,0.0058502447908438966
722,137151,0,0.0014912725752844911
723,137152,0,0.00397791834820348
724,137153,0,0.020597834342361857
725,137154,0,0.00430813726398577
726,137155,0,0.0031858306146491733
727,137156,0,0.00752466113697087
728,137157,0,0.004091480315610824
729,137158,0,0.0013712212005292691
730,137159,0,0.0032816730934453614
731,137160,0,0.003242995412166916
732,137161,0,0.002290276417360375
733,137162,0,0.003439458076266149
734,137163,0,0.0007160529124087602
735,137164,0,0.0026727035982602254
736,137165,0,0.0037331345783483795
737,137166,0,0.0027599795046121013
738,137167,0,0.004556222882700076
739,137168,0,0.003178040704991469
740,137169,0,0.0042739680169414564
741,137170,0,0.0017387515103293582
742,137171,0,0.0025817937003261844
743,137172,0,0.0012676674861126524
744,137173,0,0.00397122381103934
745,137174,0,0.0005057259645387149
746,137175,0,0.004594740794273513
747,137176,0,0.0019178046886490618
748,137177,0,0.0051273150826056
749,137178,0,0.0018393418632497137
750,137179,0,0.003370884895226846
751,137180,0,0.0010996758673287878
752,137181,0,0.0033193514051895858
753,137182,0,0.01047429843549843
754,137183,0,0.0022944216129202333
755,137184,0,0.0024380879654506073
756,137185,0,0.004632947936603361
757,137186,0,0.0027592611268899194
758,137187,0,0.001101388384829569
759,137188,0,0.009589958431886219
760,137189,0,0.009711042257625082
761,137190,0,0.0015679815253821826
762,137191,0,0.002167524356786556
763,137192,0,0.4644205362126673
764,137193,0,0.0014598562573596026
765,137194,0,0.0017926690437606405
766,137195,0,0.01621338770788995
767,137196,0,0.005630540256452218
768,137197,0,0.002924854568936719
769,137198,0,0.008743577207113438
770,137199,0,0.0007485290450305164
771,137200,0,0.001451370307717664
772,137201,0,0.006330164624007412
773,137202,0,0.005079938375983506
774,137203,0,0.0015157505572120256
775,137204,0,0.0006136678958345614
776,137205,0,0.0022888626591668084
777,137206,0,0.0012113110791435022
778,137207,0,0.007097500809992009
779,137208,0,0.007052482564434886
780,137209,0,0.001158555789148419
781,137210,0,0.0028014577688041642
782,137211,0,0.0024538368980130017
783,137212,0,0.0062253541838587995
784,137213,0,0.0021631171609306165
785,137214,0,0.0013085380921694825
786,137215,0,0.005160770461842864
787,137216,0,0.006957899469907348
788,137217,0,0.003309648945793956
789,137218,0,0.006587330477203174
790,137219,0,0.0019574325408296886
791,137220,0,0.005505252891025501
792,137221,0,0.004781672633788112
793,137222,0,0.006762424463748225
794,137223,0,0.0018690922502323246
795,137224,0,0.003096039016239065
796,137225,0,0.0007063746862020549
797,137226,0,0.0016599743440248876
798,137227,0,0.002064024017729149
799,137228,0,0.009782200560124408
800,137229,0,0.003228234256983165
801,137230,0,0.0008396669035783766
802,137231,0,0.005831498385808667
803,137232,0,0.0013955853545602954
804,137233,0,0.0034737837181392658
805,137234,0,0.001257844361442651
806,137235,0,0.001598380761770619
807,137236,0,0.0013529268307246054
808,137237,0,0.0011165189379036423
809,137238,0,0.0015043809016636698
810,137239,0,0.003422926796661063
811,137240,0,0.0012492889273650176
812,137241,0,0.00913103329524803
813,137242,0,0.00940573790839719
814,137243,0,0.003908194362514885
815,137244,0,0.009117768908639077
816,137245,0,0.012206004520277156
817,137246,0,0.005004163241633383
818,137247,0,0.0010277948139021703
819,137248,0,0.002018565996800005
820,137249,0,0.010800167397167347
821,137250,0,0.0025876335571385295
822,137251,0,0.004109866072721607
823,137252,0,0.002520812549442374
824,137253,0,0.0016952011065121061
825,137254,0,0.0007574879033207419
826,137255,0,0.0072736097573649966
827,137256,0,0.007248865209946408
828,137257,0,0.0015273902079851406
829,137258,0,0.0009211004929621548
830,137259,0,0.0011598811122051943
831,137260,0,0.0055193204619147975
832,137261,0,0.003497761789005728
833,137262,0,0.0038980848315692145
834,137263,0,0.008025840670543983
835,137264,0,0.013844049336292796
836,137265,0,0.008835239051357963
837,137266,0,0.0015967394492965076
838,137267,0,0.0006205096442677891
839,137268,0,0.000784919537667067
840,137269,0,0.001565355569687897
841,137270,0,0.0012416665795539133
842,137271,0,0.0011918041171584536
843,137272,0,0.021360015689241216
844,137273,0,0.001022124229419238
845,137274,0,0.001467890983908276
846,137275,0,0.0022641590172129693
847,137276,0,0.001044698938557671
848,137277,0,0.005181099502280901
