PassengerId,Survived_pred,Survived_prob
1081,0,0.20339830055215116
1082,0,0.20453581612692565
1083,0,0.3447455191605453
1084,0,0.11102182727437945
1085,0,0.20334154862440057
1086,0,0.20510634348859624
1087,0,0.11066883475959509
1088,0,0.4987374508265343
1089,1,0.6004038051509123
1090,0,0.20318008845899818
1091,1,0.6004474421084292
1092,1,0.6014022060958399
1093,0,0.11101650846773556
1094,1,0.5104541011324816
1095,1,0.7563801880283139
1096,0,0.20318008845899818
1097,0,0.3447140744582684
1098,1,0.6004005727202778
1099,0,0.20318008845899818
1100,1,0.9130658470857517
1101,0,0.11067104128945139
1102,0,0.11144938906059372
1103,0,0.11062618628778659
1104,0,0.20873225418999322
1105,1,0.7563801880283139
1106,1,0.6004038051509123
1107,0,0.46717324362688295
1108,1,0.6004172778276059
1109,0,0.3618417806213781
1110,1,0.920612567763477
1111,0,0.11067922063758091
1112,1,0.7551724194814832
1113,0,0.11067922063758091
1114,1,0.8686520906349633
1115,0,0.11066573719613616
1116,1,0.8640895284900395
1117,1,0.6013693659313321
1118,0,0.11066573719613616
1119,1,0.6004005727202778
1120,0,0.11105374479743646
1121,0,0.20339830055215116
1122,0,0.20797668200278932
1123,1,0.8640328232894318
1124,0,0.11059680423516609
1125,0,0.11067016079455361
1126,0,0.47103638763046995
1127,0,0.11066883475959509
1128,0,0.4912905027988141
1129,0,0.11063546569244072
1130,1,0.7550868890492259
1131,1,0.8820203012029384
1132,1,0.864106932317083
1133,1,0.756777193463961
1134,0,0.4987374508265343
1135,0,0.11067060104123583
1136,0,0.11149876433830662
1137,0,0.48835531218655875
1138,1,0.7558833138132302
1139,0,0.20510634348859624
1140,1,0.7563801880283139
1141,1,0.6012670930786437
1142,1,0.7565539319441908
1143,0,0.11067259012668533
1144,0,0.4798391158594586
1145,0,0.11074687171722063
1146,0,0.1107561599843885
1147,0,0.11065270068067647
1148,0,0.11066330799571235
1149,0,0.11067922063758091
1150,1,0.7550868890492259
1151,0,0.11066463397268952
1152,0,0.11117616969707059
1153,0,0.11066883475959509
1154,1,0.7560821458006096
1155,1,0.600973649144931
1156,0,0.20337538008466996
1157,0,0.11067104128945139
1158,0,0.3415872075088501
1159,0,0.11065270068067647
1160,1,0.6004393613106467
1161,0,0.11071171516865254
1162,0,0.4715679453641583
1163,0,0.11066330799571235
1164,1,0.9176192477132341
1165,1,0.6014022060958399
1166,0,0.11063546569244072
1167,1,0.7563801880283139
1168,0,0.20318008845899818
1169,0,0.20453581612692565
1170,0,0.2040977517392497
1171,0,0.20318008845899818
1172,1,0.6005185507706776
1173,0,0.11098327097813349
1174,1,0.6004005727202778
1175,1,0.6013693659313321
1176,1,0.6020108496782902
1177,0,0.11063679137731122
1178,0,0.11063679137731122
1179,0,0.4725114625792718
1180,0,0.1704508437589576
1181,0,0.11067922063758091
1182,0,0.3464030587028123
1183,1,0.6002971303240243
1184,0,0.1106356884065269
1185,0,0.47245660554595886
1186,0,0.1107561599843885
1187,0,0.11067104128945139
1188,1,0.7579239678388847
1189,0,0.11140425811191793
1190,0,0.34712330223252896
1191,0,0.11066883475959509
1192,0,0.11066463397268952
1193,0,0.3543746418023594
1194,0,0.2040977517392497
1195,0,0.11071171516865254
1196,1,0.6004005727202778
1197,1,0.9130157500225105
1198,0,0.17908418511208377
1199,0,0.1107481985707784
1200,0,0.4935827060695699
1201,1,0.6012224008397191
1202,0,0.11071171516865254
1203,0,0.11063546569244072
1204,0,0.11065402654636981
1205,1,0.6004005727202778
1206,1,0.9175725526647617
1207,1,0.6003984134517422
1208,0,0.48114960202765716
1209,0,0.20318008845899818
1210,0,0.11066883475959509
1211,0,0.20501849325177024
1212,0,0.11066463397268952
1213,0,0.1704508437589576
1214,0,0.35823822891796764
1215,0,0.3448124791134815
1216,1,0.8753138603227476
1217,0,0.11062618628778659
1218,1,0.907662608383078
1219,0,0.3512505847083774
1220,0,0.20453581612692565
1221,0,0.20339830055215116
1222,1,0.7574461439702773
1223,0,0.46545653045258795
1224,0,0.11063546569244072
1225,1,0.6014334305358957
1226,0,0.11067104128945139
1227,0,0.4649604436643326
1228,0,0.20339830055215116
1229,0,0.1106356884065269
1230,0,0.20501849325177024
1231,0,0.1106356884065269
1232,0,0.20318008845899818
1233,0,0.11065424929317104
1234,0,0.11398385632071768
1235,1,0.9320054066238429
1236,0,0.11102182727437945
1237,1,0.6003876429102928
1238,0,0.20339830055215116
1239,1,0.6003332327370583
1240,0,0.20344196390678343
1241,1,0.7558833138132302
1242,1,0.9424237252820983
1243,0,0.20318008845899818
1244,0,0.20873225418999322
1245,0,0.20797668200278932
1246,1,0.6020576553781881
1247,0,0.4649604436643326
1248,1,0.920146441452901
1249,0,0.11067016079455361
1250,0,0.11066330799571235
1251,1,0.60140866550155
1252,0,0.11398385632071768
1253,1,0.7574713116981269
1254,1,0.7558833138132302
1255,0,0.11071171516865254
1256,1,0.9422373307863997
1257,1,0.6083637880765917
1258,0,0.11101960930490262
1259,1,0.6045227832151657
1260,1,0.8660992612163817
1261,0,0.2034732573591184
1262,0,0.20326735236061402
1263,1,0.9175263473692301
1264,0,0.46147643835206587
1265,0,0.20339830055215116
1266,1,0.9153539813561655
1267,1,0.8782848959341655
1268,1,0.6005185507706776
1269,0,0.20326735236061402
1270,0,0.4681794941604169
1271,0,0.11192324445263542
1272,0,0.11066330799571235
1273,0,0.11067016079455361
1274,1,0.6012730105715378
1275,1,0.6014797166340256
1276,0,0.2033873858039318
1277,1,0.7602322330264963
1278,0,0.11066463397268952
1279,0,0.20339830055215116
1280,0,0.11066330799571235
1281,0,0.11137202845929552
1282,0,0.4740205955982733
1283,1,0.9196997938754777
1284,0,0.11132803391187834
1285,0,0.20318008845899818
1286,0,0.11142270768393381
1287,1,0.9144367879560567
1288,0,0.11063679137731122
1289,1,0.9427950757271575
1290,0,0.11066463397268952
1291,0,0.11066242225084148
1292,1,0.9242367928251435
1293,0,0.2040977517392497
1294,1,0.8660992612163817
1295,0,0.34731874337083296
1296,0,0.4651911556807563
1297,0,0.2967348432766393
1298,0,0.20318008845899818
1299,0,0.48989667710459156
1300,1,0.6003967972302248
1301,1,0.6011793349965471
1302,1,0.6004005727202778
1303,1,0.8902335569696206
1304,1,0.6004038051509123
1305,0,0.11067922063758091
1306,1,0.9164763225547161
1307,0,0.11063679137731122
1308,0,0.11067922063758091
1309,0,0.1114404928687479
